word,count_correct,count_appear,count_incorrect
palm,0,0,0
panaroma,0,0,0
pandas,0,0,0
paralell binary search,0,0,0
parallel computing,0,0,0
parallel databases,0,0,0
parallel external sort-merge,0,0,0
parallel joins,0,0,0
parallel processing,0,0,0
parallel systems,0,0,0
parallelizable,0,0,0
parameter,0,0,0
parameter style general,0,0,0
parametric query optimization,0,0,0
parent class,0,0,0
parity,0,0,0
parity bit,0,0,0
parity checks,0,0,0
parser,0,0,0
parsing,0,0,0
participation constraints,0,0,0
partitioning vector,0,0,0
partitions,0,0,0
partner interface processes (pips),0,0,0
pascal,0,0,0
pass by reference,0,0,0
passing by reference,0,0,0
passive optical networks,0,0,0
password,0,0,0
patch,0,0,0
path,0,0,0
path compression,0,0,0
path-name translation,0,0,0
pattern matching,0,0,0
pattern recognition,0,0,0
paul allen,0,0,0
payload,0,0,0
paypal,0,0,0
pci express,0,0,0
peak rate,0,0,0
peer-to-peer,0,0,0
peers,0,0,0
pentium,0,0,0
per-hop behavior,0,0,0
perfect hashing,0,0,0
perfectly secure,0,0,0
performance benchmarks,0,0,0
performance management,0,0,0
performance tuning,0,0,0
peripheral component interconnect,0,0,0
peripheral component interconnect express,0,0,0
perl,0,0,0
permanent address,0,0,0
permissions,0,0,0
persistent connections,0,0,0
persistent data structures,0,0,0
persistent programming,0,0,0
person-in-the-middle attacks,0,0,0
personal area networks,0,0,0
personal home page,0,0,0
personal identification number,0,0,0
peterson,0,0,0
phantom phenomenon,0,0,0
phantom read,0,0,0
php: hypertext preprocessor,0,0,0
physical,0,0,0
physical address,0,0,0
physical data independence,0,0,0
physical design,0,0,0
physical layer,0,0,0
physical memory address,0,0,0
physical-design phase,0,0,0
physical-layer protocols,0,0,0
picasa,0,0,0
ping,0,0,0
ping program,0,0,0
pinned blocks,0,0,0
pinterest,0,0,0
pipeline,0,0,0
pixar,0,0,0
pixel,0,0,0
plain text,0,0,0
planar graph,0,0,0
platform,0,0,0
platform as a service,0,0,0
playback attacks,0,0,0
playstation,0,0,0
playstation portable,0,0,0
playstation vita,0,0,0
plug-and-play,0,0,0
plug-and-play protocol,0,0,0
plug-in,0,0,0
pluggable authentication modules,0,0,0
point-to-point,0,0,0
point-to-point protocol,0,0,0
pointcloud,0,0,0
pointer,0,0,0
pointer variable,0,0,0
points of presence,0,0,0
poisoning attack,0,0,0
poisson,0,0,0
polar coordinates,0,0,0
policing disciplines,0,0,0
policing mechanisms,0,0,0
polish notation,0,0,0
polish prefix notation,0,0,0
polling,0,0,0
polling messages,0,0,0
polling protocols,0,0,0
polyalphabetic encryption,0,0,0
polymorphic types,0,0,0
polymorphism,0,0,0
polynomial codes,0,0,0
polynomial time,0,0,0
pooling,0,0,0
pop,0,0,0
pop3,0,0,0
popularity ranking,0,0,0
port,0,0,0
port address translation,0,0,0
port numbers,0,0,0
portability,0,0,0
portable document format,0,0,0
portable network graphic,0,0,0
portable operating system interface,0,0,0
ports,0,0,0
positive acknowledgments,0,0,0
post office protocol (pop),0,0,0
postfix notation,0,0,0
postgresql,0,0,0
postscript,0,0,0
potential scope,0,0,0
power management,0,0,0
power on self test,0,0,0
powerpoint,0,0,0
pragma,0,0,0
pre-master secret,0,0,0
precedence,0,0,0
precedence graph,0,0,0
predicates,0,0,0
prediction,0,0,0
predictive analytics,0,0,0
preemptive,0,0,0
preemptive scheduling,0,0,0
preemtive,0,0,0
prefix bits,0,0,0
prefix destination address,0,0,0
preorder tree walk,0,0,0
prepared statements,0,0,0
preprocessing,0,0,0
preprocessor directives,0,0,0
preprocessors,0,0,0
presentation facilities,0,0,0
presentation layer,0,0,0
presentation tier,0,0,0
prestige ranking,0,0,0
pretty good privacy,0,0,0
prewitt operator,0,0,0
prim algorithm,0,0,0
primary copy,0,0,0
primary key,0,0,0
primary site,0,0,0
prime,0,0,0
prime number,0,0,0
primitive,0,0,0
prim’s algorithm,0,0,0
principal component analysis,0,0,0
priority queue,0,0,0
priority queuing,0,0,0
privacy,0,0,0
privacy policy,0,0,0
private branch exchanges,0,0,0
private data member,0,0,0
private exponent,0,0,0
private inheritance,0,0,0
private key,0,0,0
privilege,0,0,0
privilege escalation,0,0,0
probability,0,0,0
probability distribution,0,0,0
procedural languages,0,0,0
procedural programming,0,0,0
procedure,0,0,0
procedure linkage table,0,0,0
procedures,0,0,0
process,0,0,0
process control block - pcb,0,0,0
process manager,0,0,0
process mapping,0,0,0
process synchronization,0,0,0
process termination,0,0,0
producer-driven pipeline,0,0,0
product owner,0,0,0
profiles,0,0,0
program counter - instruction pointer,0,0,0
program global area (pga),0,0,0
program launcher,0,0,0
program portability,0,0,0
program status word,0,0,0
programming interface,0,0,0
programming language,0,0,0
programming paradigm,0,0,0
programming tip,0,0,0
project loon,0,0,0
project manager,0,0,0
project operation,0,0,0
project operator,0,0,0
project-join normal form (pjnf),0,0,0
projector,0,0,0
prolog,0,0,0
propogating cipher block chaining,0,0,0
protocol,0,0,0
protocol independent multicast - pim,0,0,0
prototype,0,0,0
prototype pattern,0,0,0
proxy,0,0,0
proxy pattern,0,0,0
pseudocode,0,0,0
pseudorandom numbers,0,0,0
pseudotransitivity rule,0,0,0
public exponent,0,0,0
public key,0,0,0
public-key encryption,0,0,0
pulling data,0,0,0
pulse code modulation,0,0,0
pure virtual method,0,0,0
pureview,0,0,0
purity,0,0,0
push,0,0,0
pycharm,0,0,0
python,0,0,0
quadratic split,0,0,0
quadratic time,0,0,0
quadtrees,0,0,0
quality assurance,0,0,0
quality control,0,0,0
quality-of-service,0,0,0
quantization,0,0,0
quantum computer,0,0,0
qubit,0,0,0
query,0,0,0
query cost,0,0,0
query evaluation engine,0,0,0
query language,0,0,0
query optimization,0,0,0
query processing,0,0,0
query-evaluation plans,0,0,0
query-execution engine,0,0,0
query-execution plan,0,0,0
question answering,0,0,0
queue,0,0,0
queueing systems,0,0,0
quicksort,0,0,0
quorum consensus protocol,0,0,0
r,0,0,0
r-trees,0,0,0
race condition,0,0,0
radio,0,0,0
radio button,0,0,0
radio network controller,0,0,0
radix sort,0,0,0
raedon,0,0,0
raid,0,0,0
rainbow table,0,0,0
random access,0,0,0
random access protocols,0,0,0
random early detection algorithm,0,0,0
random forest,0,0,0
random samples,0,0,0
random walk model,0,0,0
random-access memory,0,0,0
range tree,0,0,0
range-partitioning sort,0,0,0
range-partitioning vector,0,0,0
rapid application development (rad),0,0,0
rarest first,0,0,0
raspberry pi,0,0,0
raster data,0,0,0
rate adaptation,0,0,0
rational rose,0,0,0
rational unified process,0,0,0
raw data,0,0,0
rdf site summary,0,0,0
react js,0,0,0
read only,0,0,0
read only queries,0,0,0
read quorum,0,0,0
read uncommitted,0,0,0
read-only memory,0,0,0
read-write contention,0,0,0
real-time applications,0,0,0
real-time embedded systems,0,0,0
real-time interactive applications,0,0,0
real-time transaction systems,0,0,0
really simple syndication,0,0,0
realtime,0,0,0
recall,0,0,0
receiver,0,0,0
recognition,0,0,0
recommendation system,0,0,0
recommender system,0,0,0
recovering,0,0,0
recovery interval,0,0,0
recovery time,0,0,0
rectified linear unit,0,0,0
recurrent neural network,0,0,0
recursion,0,0,0
recursive queries,0,0,0
recursive relationship sets,0,0,0
recycle bin,0,0,0
red green blue alpha,0,0,0
red hat enterprise,0,0,0
red-black tree,0,0,0
redblacktree,0,0,0
redhat,0,0,0
redis,0,0,0
redo,0,0,0
reduced instruction set computing,0,0,0
redundancy,0,0,0
redundant arrays of independent disks (raid),0,0,0
reference,0,0,0
reference parameter,0,0,0
reference variable,0,0,0
referencing relation,0,0,0
referential integrity,0,0,0
referrals,0,0,0
reflection,0,0,0
reflexivity rule,0,0,0
region quadtrees,0,0,0
register,0,0,0
registry,0,0,0
regression,0,0,0
regular expression,0,0,0
regular language,0,0,0
regularization,0,0,0
reinforcement learning,0,0,0
reinterprest casting,0,0,0
relation,0,0,0
relation instance,0,0,0
relation model:,0,0,0
relation scheme,0,0,0
relational algebra,0,0,0
relational calculus,0,0,0
relational database,0,0,0
relational database design,0,0,0
relational tables,0,0,0
relationship sets,0,0,0
relative distinguished names (rdns),0,0,0
relevance,0,0,0
relevance feedback,0,0,0
reliable data transfer protocol,0,0,0
relocation read-only,0,0,0
remote access control,0,0,0
remote backup systems,0,0,0
remote file access,0,0,0
remote procedure call,0,0,0
remote-procedure-call (rpc) mechanism,0,0,0
rename operation,0,0,0
rendezvous point,0,0,0
repeat loop,0,0,0
repeatable read,0,0,0
repeater,0,0,0
repeater - router -bridge - switch - hub,0,0,0
replay attach,0,0,0
replication,0,0,0
report generators,0,0,0
repository,0,0,0
representation,0,0,0
representation state transfer (rest),0,0,0
request,0,0,0
request for comments,0,0,0
request forgery,0,0,0
request operation,0,0,0
request to send,0,0,0
requests for comments,0,0,0
research & development,0,0,0
residual network architecture,0,0,0
resolution,0,0,0
resource acquisition is initialization,0,0,0
resource description framework,0,0,0
resource managers,0,0,0
resource-management cells,0,0,0
response,0,0,0
response time,0,0,0
responsive web,0,0,0
restriction,0,0,0
resultset object,0,0,0
retransmission,0,0,0
retrieval,0,0,0
return,0,0,0
return oriented programming,0,0,0
reusability,0,0,0
reverse engineering,0,0,0
reverse path forwarding,0,0,0
reverse polish notation,0,0,0
revoke,0,0,0
rgb,0,0,0
rich site summary,0,0,0
rich text format,0,0,0
right outer join,0,0,0
rijndael,0,0,0
rijndael algorithm,0,0,0
rip: routing information protocol,0,0,0
ripple-carry adder,0,0,0
risk management,0,0,0
rivest - shamir - adleman,0,0,0
roadster,0,0,0
robert noyce,0,0,0
robotic process automation,0,0,0
robotics,0,0,0
role-based access control,0,0,0
roles,0,0,0
rollback,0,0,0
rollback work,0,0,0
rollup,0,0,0
rony abovitz,0,0,0
root class,0,0,0
rooted trees,0,0,0
rosettanet,0,0,0
round trip time - rtt,0,0,0
round-robin queuing,0,0,0
round-robin scheduling algorithm,0,0,0
round-trip time,0,0,0
rounded robin,0,0,0
router,0,0,0
routing control platform,0,0,0
routing information protocol,0,0,0
row triggers,0,0,0
rsa,0,0,0
ruby,0,0,0
ruby on rail,0,0,0
run-length encoding,0,0,0
runstats,0,0,0
runtime error,0,0,0
safari,0,0,0
safe mode,0,0,0
saigon hi tech park,0,0,0
samsung gear,0,0,0
sandy bridge,0,0,0
sarbanes-oxley act,0,0,0
sas (serial attached scsi),0,0,0
sata,0,0,0
satellite links,0,0,0
savepoints,0,0,0
scala,0,0,0
scalable vector graphics,0,0,0
scalar subqueries,0,0,0
scale invarient feature transform,0,0,0
scaleup,0,0,0
scanner,0,0,0
scheduling,0,0,0
schema,0,0,0
schema definition,0,0,0
schema diagrams,0,0,0
sciencedirect,0,0,0
scope,0,0,0
scope resolution operator,0,0,0
scoped enumerations,0,0,0
scrash,0,0,0
scripting language,0,0,0
scrolling,0,0,0
scrum,0,0,0
scrum master,0,0,0
search algorithm,0,0,0
search engine,0,0,0
search engine optimization,0,0,0
search engine spamming,0,0,0
search keys,0,0,0
second normal form,0,0,0
second-chance,0,0,0
secondary site,0,0,0
secrecy,0,0,0
secret key,0,0,0
sector,0,0,0
secure communication,0,0,0
secure electronic transaction (set) protocol,0,0,0
secure hash algorithm,0,0,0
secure network programming,0,0,0
secure shell,0,0,0
secure socket layer - ssl,0,0,0
security,0,0,0
security assertion markup language (saml),0,0,0
security association database,0,0,0
seek times,0,0,0
segment,0,0,0
segmentation,0,0,0
select,0,0,0
selection sort,0,0,0
self-loop,0,0,0
semantic,0,0,0
semantic web,0,0,0
semaphore,0,0,0
semicolon,0,0,0
semistructured data models,0,0,0
sensor,0,0,0
sentinel,0,0,0
sequence associations,0,0,0
sequence counter,0,0,0
sequence diagram,0,0,0
sequential files,0,0,0
sequential scans,0,0,0
sequential search,0,0,0
sequential-access storage,0,0,0
sequentially access,0,0,0
sergey brin,0,0,0
serial advanced technology attachment,0,0,0
serializable,0,0,0
serializable schedules,0,0,0
server,0,0,0
server management studio,0,0,0
server programming interface (spi),0,0,0
server side request forgery,0,0,0
server systems,0,0,0
server-side scripting,0,0,0
service level agreements,0,0,0
session hijacking,0,0,0
session initiation protocol,0,0,0
session layer,0,0,0
set transactions isolation level serializable,0,0,0
sha,0,0,0
shadow-copy scheme,0,0,0
shadow-paging,0,0,0
shaker sort,0,0,0
shallow copy,0,0,0
shared and intention-exclusive (six) mode,0,0,0
shared library,0,0,0
shared scans,0,0,0
shared-disk architecture,0,0,0
shared-memory architecture,0,0,0
shared-memory model,0,0,0
shared-mode locks,0,0,0
shared-nothing architecture,0,0,0
shareware software,0,0,0
shell,0,0,0
shielded twisted pair,0,0,0
shift cipher,0,0,0
shockwave flash,0,0,0
shortcut,0,0,0
shorter inter-frame spacing,0,0,0
shortest job first,0,0,0
shortest path,0,0,0
shortest seek time first,0,0,0
shortest-job-first,0,0,0
siamese network,0,0,0
side channel,0,0,0
sidebar,0,0,0
sieve of eratosthenes,0,0,0
sift,0,0,0
sigmoid,0,0,0
sign,0,0,0
signal to noise ratio - snr,0,0,0
signature,0,0,0
silicon valley,0,0,0
silverlight,0,0,0
similarity-based retrieval,0,0,0
simple cycle,0,0,0
simple gateway monitoring protocol,0,0,0
simple graph,0,0,0
simple mail transfer protocol - smtp,0,0,0
simple object access protocol (soap),0,0,0
single linked list,0,0,0
single lock-manager,0,0,0
single page application,0,0,0
single sign-on,0,0,0
single thread,0,0,0
single-hop,0,0,0
single-server model,0,0,0
single-valued attributes,0,0,0
singleton pattern,0,0,0
singly connected graph,0,0,0
singly linear linked list,0,0,0
singly linked lists,0,0,0
singular value decomposition,0,0,0
siri,0,0,0
site reintegration,0,0,0
sizeof,0,0,0
skip list,0,0,0
skydrive,0,0,0
skype,0,0,0
slammer,0,0,0
slide master,0,0,0
small-computer-system interconnect (scsi),0,0,0
smalltalk,0,0,0
smart city,0,0,0
smart contract,0,0,0
smart home,0,0,0
smartcar,0,0,0
smartphone,0,0,0
smartwatch,0,0,0
smtp (simple mail transfer protocol),0,0,0
snapdragon,0,0,0
snapshot isolation,0,0,0
snapshot replication,0,0,0
snippet,0,0,0
sobel operator,0,0,0
socket,0,0,0
socket interface,0,0,0
softmax,0,0,0
software architecture,0,0,0
software as a service,0,0,0
software defined networking,0,0,0
software development kit,0,0,0
software engineer,0,0,0
software engineering,0,0,0
software interrupt,0,0,0
software requirement specification,0,0,0
solaris,0,0,0
solid state drive,0,0,0
solid state driver,0,0,0
solid-state disks,0,0,0
sony picture,0,0,0
sort,0,0,0
sort algorithm,0,0,0
sound card,0,0,0
source code,0,0,0
source ip address,0,0,0
source vertex,0,0,0
sourceforge,0,0,0
space overhead,0,0,0
spacex,0,0,0
spam,0,0,0
spam email,0,0,0
spanning tree,0,0,0
spanning-tree broadcast,0,0,0
spark,0,0,0
sparse coding,0,0,0
spatial data,0,0,0
specialization,0,0,0
specialty databases,0,0,0
specification,0,0,0
specification of functional requirements,0,0,0
speech recognition,0,0,0
spiral model,0,0,0
spooling,0,0,0
spring,0,0,0
springer,0,0,0
spss statistics,0,0,0
spyware,0,0,0
sql (structured query language),0,0,0
sql injection,0,0,0
sql injection payload,0,0,0
sql server reporting services (ssrs),0,0,0
sqlite,0,0,0
square-root decomposition,0,0,0
srand,0,0,0
stack,0,0,0
stack canary,0,0,0
stack frame,0,0,0
stack memory,0,0,0
stack overflow,0,0,0
stack pointer,0,0,0
stack unwinding,0,0,0
stackoverflow.com,0,0,0
standard generalized markup language (sgml),0,0,0
standard template library,0,0,0
standardized,0,0,0
starburst,0,0,0
starcraft,0,0,0
start-up costs,0,0,0
startup,0,0,0
starvation,0,0,0
state pattern,0,0,0
state transition,0,0,0
state value,0,0,0
stateful,0,0,0
stateless,0,0,0
statement,0,0,0
statement object,0,0,0
statement triggers,0,0,0
static,0,0,0
static array,0,0,0
static binding != dynamic binding - oop,0,0,0
static constructor,0,0,0
static huffman compression,0,0,0
static local variable,0,0,0
static member,0,0,0
static method,0,0,0
statistic,0,0,0
statistical analysis system,0,0,0
statistical learning,0,0,0
statistics,0,0,0
steal policy,0,0,0
steam,0,0,0
steganography,0,0,0
stereoscopic 3d,0,0,0
steve ballmer,0,0,0
steve jobs,0,0,0
storage,0,0,0
storage area network (san),0,0,0
storage definition language,0,0,0
storage manager,0,0,0
stored procedure,0,0,0
strategy,0,0,0
strategy pattern,0,0,0
stream,0,0,0
stream cipher,0,0,0
stream states,0,0,0
streaming,0,0,0
stride,0,0,0
string,0,0,0
string matching,0,0,0
string operations,0,0,0
striping data,0,0,0
strongly connected component,0,0,0
struct,0,0,0
structural pattern,0,0,0
structure initialization,0,0,0
structure of management information,0,0,0
structured data,0,0,0
structured language query,0,0,0
structured query language,0,0,0
structured types,0,0,0
stub,0,0,0
stylesheets,0,0,0
sub string,0,0,0
sub-program,0,0,0
sub-routine,0,0,0
subclass,0,0,0
subfolder,0,0,0
sublinear speedup,0,0,0
submultiset,0,0,0
subnet,0,0,0
subnet mask,0,0,0
subroutines,0,0,0
subscript,0,0,0
substitution cipher,0,0,0
sudo,0,0,0
suffix,0,0,0
suffix array,0,0,0
suffix function,0,0,0
suffix tree,0,0,0
sun microsystem,0,0,0
super key,0,0,0
superclass,0,0,0
superclass-subclass relationship,0,0,0
supercomputer,0,0,0
superkeys,0,0,0
superuser,0,0,0
supervised,0,0,0
supervised learning,0,0,0
supplementary specification,0,0,0
support vector machine,0,0,0
support vector machine (svm),0,0,0
support vector regression,0,0,0
swap space,0,0,0
sweep line,0,0,0
swift,0,0,0
swing,0,0,0
switch,0,0,0
sybase,0,0,0
symbian,0,0,0
symbol,0,0,0
symbolic constants,0,0,0
symmetric cryptosystem,0,0,0
symmetric key,0,0,0
symmetric multiprocessing,0,0,0
symmetric multiprocessors (smps),0,0,0
sync,0,0,0
syntax error,0,0,0
system architecture,0,0,0
system boot,0,0,0
system calls,0,0,0
system catalogs,0,0,0
system change number (scn),0,0,0
system disk,0,0,0
system error,0,0,0
system r,0,0,0
table,0,0,0
table inheritance,0,0,0
tablespaces,0,0,0
tablet,0,0,0
tablet computer,0,0,0
tag,0,0,0
tag library,0,0,0
tail recursion,0,0,0
tape storage,0,0,0
task flow.,0,0,0
taskbar,0,0,0
tcp packet - udp segment,0,0,0
tcp/ip,0,0,0
tdm time division multiplexing,0,0,0
team foundation,0,0,0
technical report,0,0,0
technical support,0,0,0
ted,0,0,0
telnet,0,0,0
template,0,0,0
template method pattern,0,0,0
temporal data,0,0,0
temporal relation,0,0,0
tensorflow,0,0,0
teradata purpose-built platform family,0,0,0
term frequency (tf),0,0,0
terminal,0,0,0
terminate,0,0,0
termination states,0,0,0
ternary content address memories,0,0,0
ternary search,0,0,0
terrain,0,0,0
tertiary storage,0,0,0
test and set,0,0,0
test case,0,0,0
text editor,0,0,0
textedit,0,0,0
the art of computer programming,0,0,0
the pirate bay,0,0,0
theta join,0,0,0
thinkpad,0,0,0
third normal form (3nf),0,0,0
thomas’ write rule,0,0,0
thrashing,0,0,0
thrasing,0,0,0
thread,0,0,0
thread-yield,0,0,0
threat modeling,0,0,0
three-phase commit (3pc) protocol,0,0,0
three-tier architecture,0,0,0
throughput,0,0,0
throw,0,0,0
tiktok,0,0,0
tim berners-lee,0,0,0
tim cook,0,0,0
time out,0,0,0
time sharing,0,0,0
time to completion,0,0,0
time with time zone,0,0,0
time-division multiplexing,0,0,0
time-to-live,0,0,0
timestamp,0,0,0
timestep,0,0,0
timezone,0,0,0
tinder,0,0,0
token,0,0,0
token-passing,0,0,0
tomcat,0,0,0
toolbox,0,0,0
top down,0,0,0
top-down design,0,0,0
top-k optimization,0,0,0
top-level domain,0,0,0
topographic information,0,0,0
topological sorting,0,0,0
topology,0,0,0
torrent,0,0,0
total commander,0,0,0
totient,0,0,0
touchpad,0,0,0
touchscreen,0,0,0
trading algorithm,0,0,0
traffic history,0,0,0
trail,0,0,0
trailing zeros,0,0,0
training instances,0,0,0
transaction,0,0,0
transaction coordinator,0,0,0
transaction isolation,0,0,0
transaction processing performance council (tpc),0,0,0
transaction-processing monitors,0,0,0
transaction-server systems,0,0,0
transactional replication,0,0,0
transactions per second (tps),0,0,0
transactions-consistent snapshot,0,0,0
transfer of control,0,0,0
transfer of prestige,0,0,0
transformations,0,0,0
transistor,0,0,0
transition tables,0,0,0
transitive closure,0,0,0
transitivity rule,0,0,0
translation look-aside buffer,0,0,0
transmission control protocol - tcp,0,0,0
transmission rate,0,0,0
transparent data encryption,0,0,0
transport,0,0,0
transport layer,0,0,0
transport layer secure,0,0,0
transport layer security,0,0,0
traps,0,0,0
traveling-salesman problem,0,0,0
tree,0,0,0
trie,0,0,0
trigger,0,0,0
triplet loss,0,0,0
trivial file transfer protocol,0,0,0
trojan,0,0,0
trojan horse,0,0,0
true negatives,0,0,0
true predicate,0,0,0
true relation,0,0,0
try catch,0,0,0
tumblr,0,0,0
tuning hyperparameters,0,0,0
tuple,0,0,0
tuple relational calculus,0,0,0
turing award,0,0,0
turing machine,0,0,0
turing test,0,0,0
turnaround time,0,0,0
tweet,0,0,0
twisted-pair copper wire,0,0,0
twitter,0,0,0
two-factor authentication,0,0,0
two-phase commit (2pc) protocol,0,0,0
two-tier architecture,0,0,0
typedef,0,0,0
ubuntu,0,0,0
udemy,0,0,0
ultrium format,0,0,0
unbound template friend functions,0,0,0
uncaught exceptions,0,0,0
uncentainty,0,0,0
undefined behavior,0,0,0
underline,0,0,0
undo pass,0,0,0
unicast,0,0,0
unicode (ascii),0,0,0
unified modeling language (uml),0,0,0
uniform distribution,0,0,0
uniform memory access,0,0,0
uniform resource identifier,0,0,0
uniform resource locators (urls),0,0,0
uniform resource name,0,0,0
unikey,0,0,0
union,0,0,0
union compatibility,0,0,0
union rule,0,0,0
unique,0,0,0
uniquifier,0,0,0
unity,0,0,0
universal coordinated time (utc),0,0,0
"universal description, discovery, and integration (uddi)",0,0,0
universal mobile telecommunications service,0,0,0
universal resource locator,0,0,0
universal serial bus (usb),0,0,0
universal turing machine,0,0,0
unix,0,0,0
unmatched vertex,0,0,0
unordered associative containers,0,0,0
unreal,0,0,0
unreal engine,0,0,0
unshielded twisted pair,0,0,0
unsupervised,0,0,0
unsupervised learning,0,0,0
upcasting,0,0,0
updatable result sets,0,0,0
update-anywhere replication,0,0,0
upper case,0,0,0
uppercase manipulator,0,0,0
usb type c,0,0,0
use-case diagram,0,0,0
user datagram protocol - udp,0,0,0
user identity,0,0,0
user interfaces,0,0,0
user mobility,0,0,0
user requirements,0,0,0
user story,0,0,0
user-agent,0,0,0
user-defined entity sets,0,0,0
user-defined functions (udfs),0,0,0
username,0,0,0
utf-8,0,0,0
utilization,0,0,0
vacuum,0,0,0
valid time,0,0,0
validation,0,0,0
vanishing gradient,0,0,0
varchar,0,0,0
variable,0,0,0
variable declaration,0,0,0
vbscript,0,0,0
vector containers,0,0,0
vector data,0,0,0
vector space model,0,0,0
venn diagram,0,0,0
verbose instruction,0,0,0
versatility,0,0,0
version,0,0,0
version-numbering schemas,0,0,0
version-vector scheme,0,0,0
vertex,0,0,0
vertical fragmentation,0,0,0
very large-scale integration,0,0,0
viber,0,0,0
video card,0,0,0
video graphics arrray,0,0,0
video servers,0,0,0
vietkey,0,0,0
viettel,0,0,0
view,0,0,0
view definition,0,0,0
view definition language,0,0,0
view maintenance,0,0,0
view-master,0,0,0
vigenere cipher,0,0,0
vim,0,0,0
virtual destructor,0,0,0
virtual file system,0,0,0
virtual inheriatance,0,0,0
virtual local area network - vlan,0,0,0
virtual machines,0,0,0
virtual memory,0,0,0
virtual method,0,0,0
virtual private network,0,0,0
virtual processor,0,0,0
virtual reality,0,0,0
virtual reality markup language (vrml),0,0,0
virtualbox,0,0,0
visitor pattern,0,0,0
visual basic,0,0,0
visualization,0,0,0
visualweb,0,0,0
viterbi algorithm,0,0,0
vlookup,0,0,0
vlsi - very large scale integrated,0,0,0
vmware,0,0,0
voice over internet protocol,0,0,0
void,0,0,0
volatile storage,0,0,0
vpn: virtual private network,0,0,0
vsphere,0,0,0
vulnerability,0,0,0
wait-for graph,0,0,0
walk,0,0,0
wallet,0,0,0
waterfall model,0,0,0
weak entity,0,0,0
wearable device,0,0,0
web applications,0,0,0
web browser,0,0,0
web cache,0,0,0
web config,0,0,0
web crawler,0,0,0
web exploitation,0,0,0
web ontology language,0,0,0
web servers,0,0,0
web service,0,0,0
web services description language (wsdl),0,0,0
webcam,0,0,0
weblogic,0,0,0
webobjects,0,0,0
website,0,0,0
websphere,0,0,0
weekday,0,0,0
weighted bipartite,0,0,0
weighted fair queuing,0,0,0
weighted-union heuristic,0,0,0
weights,0,0,0
whatsapp,0,0,0
whois,0,0,0
whols,0,0,0
wi-fi,0,0,0
wi-max,0,0,0
wide character,0,0,0
wide-area networks (wans),0,0,0
widget,0,0,0
wii,0,0,0
wikileaks,0,0,0
wikipedia,0,0,0
windows,0,0,0
windows azure,0,0,0
windows ce,0,0,0
windows communication foundation,0,0,0
windows me,0,0,0
windows mobile,0,0,0
windows nt,0,0,0
windows phone,0,0,0
windows phone store,0,0,0
windows presentation foundation,0,0,0
windows server,0,0,0
windows xp,0,0,0
wired equivalent privacy,0,0,0
wireless,0,0,0
wireless access point,0,0,0
wireless application protocol (wap),0,0,0
wireless communications,0,0,0
wireless mouse,0,0,0
wireless networks,0,0,0
wireless personal area network,0,0,0
wireless router,0,0,0
wireshark labs,0,0,0
wlan,0,0,0
word processing,0,0,0
wordart,0,0,0
wordnet,0,0,0
wordpress,0,0,0
workflows,0,0,0
workload compression,0,0,0
worksheet,0,0,0
workstation,0,0,0
world cyber game,0,0,0
world of warcraft,0,0,0
world wide web,0,0,0
world wide web consortium (w3c),0,0,0
worm,0,0,0
worst case complexity,0,0,0
wrapping,0,0,0
"write once, read-many (worm)",0,0,0
write quorum,0,0,0
write-ahead logging (wal),0,0,0
write-write contention,0,0,0
xbox,0,0,0
xbox 360,0,0,0
xbox one,0,0,0
xcode,0,0,0
xml (extensible markup language),0,0,0
xor operation,0,0,0
xpath,0,0,0
xquery,0,0,0
y2k bug,0,0,0
yahoo,0,0,0
yahoo messenger,0,0,0
yanlecun*,0,0,0
youtube,0,0,0
yum,0,0,0
z function,0,0,0
zalo,0,0,0
zend framework,0,0,0
zero day attack,0,0,0
zero day exploit,0,0,0
zero-padding,0,0,0
zip,0,0,0
zookeeper,0,0,0
